eenheid,label,csor_symbool,matchType,qudt_uri,qudt_symbool,http_status,edit_distance_raw,edit_distance_genormaliseerd,categorie,redirect_statuses,final_url,permanent_redirect,payload_subject_matches
https://data.omgeving.vlaanderen.be/id/concept/csor/eenheid/E_4,microgram per liter,µg/L,exactMatch,http://qudt.org/vocab/unit/MicroGM-PER-L,μg/L,200,1,0,notatie_only,302,https://qudt.org/vocab/unit/MicroGM-PER-L,False,True
https://data.omgeving.vlaanderen.be/id/concept/csor/eenheid/E_169,gram chloor,gCl,broadMatch,http://qudt.org/vocab/unit/GM,g,200,2,2,afwijkend,302,https://qudt.org/vocab/unit/GM,False,True
https://data.omgeving.vlaanderen.be/id/concept/csor/eenheid/E_29,gram per gram,g/g,exactMatch,http://qudt.org/vocab/unit/GM-PER-GM,g/g,200,0,0,exact,302,https://qudt.org/vocab/unit/GM-PER-GM,False,True
https://data.omgeving.vlaanderen.be/id/concept/csor/eenheid/E_178,milligram fluor per liter,mgF/L,broadMatch,http://qudt.org/vocab/unit/MilliGM-PER-L,mg/L,200,1,1,afwijkend,302,https://qudt.org/vocab/unit/MilliGM-PER-L,False,True
https://data.omgeving.vlaanderen.be/id/concept/csor/eenheid/E_316,nanogram koolstof per liter,ngC/L,broadMatch,http://qudt.org/vocab/unit/NanoGM-PER-L,ng/L,200,1,1,afwijkend,302,https://qudt.org/vocab/unit/NanoGM-PER-L,False,True
https://data.omgeving.vlaanderen.be/id/concept/csor/eenheid/E_32,kubieke meter,m³,exactMatch,http://qudt.org/vocab/unit/M3,m³,200,0,0,exact,302,https://qudt.org/vocab/unit/M3,False,True
https://data.omgeving.vlaanderen.be/id/concept/csor/eenheid/E_142,kilogram fosfor per dag,kgP/d,broadMatch,http://qudt.org/vocab/unit/KiloGM-PER-DAY,kg/d,200,1,1,afwijkend,302,https://qudt.org/vocab/unit/KiloGM-PER-DAY,False,True
https://data.omgeving.vlaanderen.be/id/concept/csor/eenheid/E_129,microgram chloor per liter,µgCl/L,broadMatch,http://qudt.org/vocab/unit/MicroGM-PER-L,μg/L,200,3,2,afwijkend,302,https://qudt.org/vocab/unit/MicroGM-PER-L,False,True
https://data.omgeving.vlaanderen.be/id/concept/csor/eenheid/E_166,microgram tridecylalcoholether(13)ethoxylaat per liter,µgC13EO/L,broadMatch,http://qudt.org/vocab/unit/MicroGM-PER-L,μg/L,200,6,5,afwijkend,302,https://qudt.org/vocab/unit/MicroGM-PER-L,False,True
https://data.omgeving.vlaanderen.be/id/concept/csor/eenheid/E_336,kilogram zuurstof per liter,kgO2/L,broadMatch,http://qudt.org/vocab/unit/KiloGM-PER-L,kg/L,200,2,2,afwijkend,302,https://qudt.org/vocab/unit/KiloGM-PER-L,False,True
https://data.omgeving.vlaanderen.be/id/concept/csor/eenheid/E_162,procent effect,%effect,broadMatch,http://qudt.org/vocab/unit/PERCENT,%,200,6,6,afwijkend,302,https://qudt.org/vocab/unit/PERCENT,False,True
https://data.omgeving.vlaanderen.be/id/concept/csor/eenheid/E_73,millisiemens per centimeter,mS/cm,exactMatch,http://qudt.org/vocab/unit/MilliS-PER-CentiM,mS/cm,200,0,0,exact,302,https://qudt.org/vocab/unit/MilliS-PER-CentiM,False,True
https://data.omgeving.vlaanderen.be/id/concept/csor/eenheid/E_45,kubieke meter per dag,m³/d,exactMatch,http://qudt.org/vocab/unit/M3-PER-DAY,m³/d,200,0,0,exact,302,https://qudt.org/vocab/unit/M3-PER-DAY,False,True
https://data.omgeving.vlaanderen.be/id/concept/csor/eenheid/E_314,gram asbest per uur,g asbest/u,broadMatch,http://qudt.org/vocab/unit/GM-PER-HR,g/h,200,8,7,afwijkend,302,https://qudt.org/vocab/unit/GM-PER-HR,False,True
https://data.omgeving.vlaanderen.be/id/concept/csor/eenheid/E_104,micorgram stikstof per liter,µgN/L,broadMatch,http://qudt.org/vocab/unit/MicroGM-PER-L,μg/L,200,2,1,afwijkend,302,https://qudt.org/vocab/unit/MicroGM-PER-L,False,True
https://data.omgeving.vlaanderen.be/id/concept/csor/eenheid/E_140,milligram Siliciumdioxide per liter,mgSiO2/L,broadMatch,http://qudt.org/vocab/unit/MilliGM-PER-L,mg/L,200,4,4,afwijkend,302,https://qudt.org/vocab/unit/MilliGM-PER-L,False,True
https://data.omgeving.vlaanderen.be/id/concept/csor/eenheid/E_42,millimol per liter,mmol/L,exactMatch,http://qudt.org/vocab/unit/MilliMOL-PER-L,mmol/L,200,0,0,exact,302,https://qudt.org/vocab/unit/MilliMOL-PER-L,False,True
https://data.omgeving.vlaanderen.be/id/concept/csor/eenheid/E_2,nanogram per liter,ng/L,exactMatch,http://qudt.org/vocab/unit/NanoGM-PER-L,ng/L,200,0,0,exact,302,https://qudt.org/vocab/unit/NanoGM-PER-L,False,True
https://data.omgeving.vlaanderen.be/id/concept/csor/eenheid/E_59,meter,m,exactMatch,http://qudt.org/vocab/unit/M,m,200,0,0,exact,302,https://qudt.org/vocab/unit/M,False,True
https://data.omgeving.vlaanderen.be/id/concept/csor/eenheid/E_149,kilogram chloor,kgCl,broadMatch,http://qudt.org/vocab/unit/KiloGM,kg,200,2,2,afwijkend,302,https://qudt.org/vocab/unit/KiloGM,False,True
https://data.omgeving.vlaanderen.be/id/concept/csor/eenheid/E_179,microgram fluor per liter,µgF/L,broadMatch,http://qudt.org/vocab/unit/MicroGM-PER-L,μg/L,200,2,1,afwijkend,302,https://qudt.org/vocab/unit/MicroGM-PER-L,False,True
https://data.omgeving.vlaanderen.be/id/concept/csor/eenheid/E_72,microsiemens per centimeter,µS/cm,exactMatch,http://qudt.org/vocab/unit/MicroS-PER-CentiM,μS/cm,200,1,0,notatie_only,302,https://qudt.org/vocab/unit/MicroS-PER-CentiM,False,True
https://data.omgeving.vlaanderen.be/id/concept/csor/eenheid/E_353,gram asbest per normaal kubieke meter,g asbest/Nm³,broadMatch,http://qudt.org/vocab/unit/GM-PER-M3,g/m³,200,8,8,afwijkend,302,https://qudt.org/vocab/unit/GM-PER-M3,False,True
https://data.omgeving.vlaanderen.be/id/concept/csor/eenheid/E_7,kilogram per liter,kg/L,exactMatch,http://qudt.org/vocab/unit/KiloGM-PER-L,kg/L,200,0,0,exact,302,https://qudt.org/vocab/unit/KiloGM-PER-L,False,True
https://data.omgeving.vlaanderen.be/id/concept/csor/eenheid/E_165,microgram nonylfenol(12)ethoxylaat per liter,µgC9PEO/L,broadMatch,http://qudt.org/vocab/unit/MicroGM-PER-L,μg/L,200,6,5,afwijkend,302,https://qudt.org/vocab/unit/MicroGM-PER-L,False,True
https://data.omgeving.vlaanderen.be/id/concept/csor/eenheid/E_331,gram koolstof per normaal kubieke meter,gC/Nm³,broadMatch,http://qudt.org/vocab/unit/GM-PER-M3,g/m³,200,2,2,afwijkend,302,https://qudt.org/vocab/unit/GM-PER-M3,False,True
https://data.omgeving.vlaanderen.be/id/concept/csor/eenheid/E_107,milligram stikstof per dag,mgN/d,broadMatch,http://qudt.org/vocab/unit/MilliGM-PER-DAY,mg/d,200,1,1,afwijkend,302,https://qudt.org/vocab/unit/MilliGM-PER-DAY,False,True
https://data.omgeving.vlaanderen.be/id/concept/csor/eenheid/E_122,gram koolstof per dag,gC/d,broadMatch,http://qudt.org/vocab/unit/GM-PER-DAY,g/d,200,1,1,afwijkend,302,https://qudt.org/vocab/unit/GM-PER-DAY,False,True
https://data.omgeving.vlaanderen.be/id/concept/csor/eenheid/E_124,gram koolstof per kilogram droge stof,gC/kg ds,broadMatch,http://qudt.org/vocab/unit/GM-PER-KiloGM,g/kg,200,4,4,afwijkend,302,https://qudt.org/vocab/unit/GM-PER-KiloGM,False,True
https://data.omgeving.vlaanderen.be/id/concept/csor/eenheid/E_53,liter per uur,L/u,exactMatch,http://qudt.org/vocab/unit/L-PER-HR,L/h,200,1,0,notatie_only,302,https://qudt.org/vocab/unit/L-PER-HR,False,True
https://data.omgeving.vlaanderen.be/id/concept/csor/eenheid/E_112,gram stikstof,gN,broadMatch,http://qudt.org/vocab/unit/GM,g,200,1,1,afwijkend,302,https://qudt.org/vocab/unit/GM,False,True
https://data.omgeving.vlaanderen.be/id/concept/csor/eenheid/E_49,kubieke meter per seconde,m³/s,exactMatch,http://qudt.org/vocab/unit/M3-PER-SEC,m³/s,200,0,0,exact,302,https://qudt.org/vocab/unit/M3-PER-SEC,False,True
https://data.omgeving.vlaanderen.be/id/concept/csor/eenheid/E_371,milligram stikstof per kilogram,mgN/kg,broadMatch,http://qudt.org/vocab/unit/MilliGM-PER-KiloGM,mg/kg,200,1,1,afwijkend,302,https://qudt.org/vocab/unit/MilliGM-PER-KiloGM,False,True
https://data.omgeving.vlaanderen.be/id/concept/csor/eenheid/E_171,milligram fosfor per dag,mgP/d,broadMatch,http://qudt.org/vocab/unit/MilliGM-PER-DAY,mg/d,200,1,1,afwijkend,302,https://qudt.org/vocab/unit/MilliGM-PER-DAY,False,True
https://data.omgeving.vlaanderen.be/id/concept/csor/eenheid/E_38,kilogram,kg,exactMatch,http://qudt.org/vocab/unit/KiloGM,kg,200,0,0,exact,302,https://qudt.org/vocab/unit/KiloGM,False,True
https://data.omgeving.vlaanderen.be/id/concept/csor/eenheid/E_118,kilogram zuurstof per dag,kgO2/d,broadMatch,http://qudt.org/vocab/unit/KiloGM-PER-DAY,kg/d,200,2,2,afwijkend,302,https://qudt.org/vocab/unit/KiloGM-PER-DAY,False,True
https://data.omgeving.vlaanderen.be/id/concept/csor/eenheid/E_337,gram fosfor per liter,gP/L,broadMatch,http://qudt.org/vocab/unit/GM-PER-L,g/L,200,1,1,afwijkend,302,https://qudt.org/vocab/unit/GM-PER-L,False,True
https://data.omgeving.vlaanderen.be/id/concept/csor/eenheid/E_109,kilogram stikstof per jaar,kgN/jr,broadMatch,http://qudt.org/vocab/unit/KiloGM-PER-YR,kg/a,200,3,1,afwijkend,302,https://qudt.org/vocab/unit/KiloGM-PER-YR,False,True
https://data.omgeving.vlaanderen.be/id/concept/csor/eenheid/E_6,gram per kubieke meter,g/m³,exactMatch,http://qudt.org/vocab/unit/GM-PER-M3,g/m³,200,0,0,exact,302,https://qudt.org/vocab/unit/GM-PER-M3,False,True
https://data.omgeving.vlaanderen.be/id/concept/csor/eenheid/E_26,gram per kilogram,g/kg,exactMatch,http://qudt.org/vocab/unit/GM-PER-KiloGM,g/kg,200,0,0,exact,302,https://qudt.org/vocab/unit/GM-PER-KiloGM,False,True
https://data.omgeving.vlaanderen.be/id/concept/csor/eenheid/E_10,gram per dag,g/d,exactMatch,http://qudt.org/vocab/unit/GM-PER-DAY,g/d,200,0,0,exact,302,https://qudt.org/vocab/unit/GM-PER-DAY,False,True
https://data.omgeving.vlaanderen.be/id/concept/csor/eenheid/E_180,milligram fluor,mgF,broadMatch,http://qudt.org/vocab/unit/MilliGM,mg,200,1,1,afwijkend,302,https://qudt.org/vocab/unit/MilliGM,False,True
https://data.omgeving.vlaanderen.be/id/concept/csor/eenheid/E_323,milligram koolstofdisulfide per liter,mg Cl/kg,broadMatch,http://qudt.org/vocab/unit/MilliGM-PER-L,mg/L,200,5,5,afwijkend,302,https://qudt.org/vocab/unit/MilliGM-PER-L,False,True
