subject,predicaat,klasse,tekst,flag_type,detail,suggestie
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_2262,altLabel,Parameter,2-(perfluorhexyl)ethylalcohol,near_duplicate_labelwoord,'perfluorhexyl' lijkt op vaker voorkomend 'perfluor',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_1413,altLabel,Parameter,Pentabroomethylbenzeen,near_duplicate_labelwoord,'pentabroomethylbenzeen' lijkt op vaker voorkomend 'trimethylbenzeen',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_2211,altLabel,Parameter,Propanil pesticiden sampler,near_duplicate_labelwoord,'propanil' lijkt op vaker voorkomend 'propanol',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_515,altLabel,Parameter,Propanil,near_duplicate_labelwoord,'propanil' lijkt op vaker voorkomend 'propanol',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_1544,altLabel,Parameter,Nonylfenolpolyethoxylaat,near_duplicate_labelwoord,'nonylfenolpolyethoxylaat' lijkt op vaker voorkomend 'alkylfenolethoxylaat',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_3126,altLabel,Parameter,alfa-Pineen,near_duplicate_labelwoord,'pineen' lijkt op vaker voorkomend 'penteen',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_2162,altLabel,Parameter,PAH calux,near_duplicate_labelwoord,'pah' lijkt op vaker voorkomend 'ph',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_1176,altLabel,Parameter,Hexachloorethaan,near_duplicate_labelwoord,'hexachloorethaan' lijkt op vaker voorkomend 'tetrachloorethaan',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_1175,altLabel,Parameter,Hexachloorethaan,near_duplicate_labelwoord,'hexachloorethaan' lijkt op vaker voorkomend 'tetrachloorethaan',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_2330,altLabel,Parameter,"N-1,3-Dimethylbutyl-N’-fenyl-p-fenylenediamine",near_duplicate_labelwoord,'fenyl' lijkt op vaker voorkomend 'fenol',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_265,altLabel,Parameter,(3-chloro-2-hydroxypropyl)trimethylammoniumchlorid,near_duplicate_labelwoord,'chloro' lijkt op vaker voorkomend 'chloor',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_2256,altLabel,Parameter,"Trichlooranilines, totaal",near_duplicate_labelwoord,'trichlooranilines' lijkt op vaker voorkomend 'dichlooraniline',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_812,altLabel,Parameter,Trihalomethanen totaal,near_duplicate_labelwoord,'trihalomethanen' lijkt op vaker voorkomend 'trichloormethaan',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_1757,altLabel,Parameter,"1,3,5-triazine-2,4,6-triamine",near_duplicate_labelwoord,'triamine' lijkt op vaker voorkomend 'atrazine',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_4834,altLabel,Parameter,Isobutanol,near_duplicate_labelwoord,'isobutanol' lijkt op vaker voorkomend 'butanol',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_1262,altLabel,Parameter,Isobutanol,near_duplicate_labelwoord,'isobutanol' lijkt op vaker voorkomend 'butanol',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_1545,altLabel,Parameter,Decylfenolpolyethoxylaat,near_duplicate_labelwoord,'decylfenolpolyethoxylaat' lijkt op vaker voorkomend 'alkylfenolethoxylaat',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_4369,altLabel,Parameter,"PAK som 3 antraceen, benzo(ghi)peryleen, fluoreen",near_duplicate_labelwoord,'antraceen' lijkt op vaker voorkomend 'anthraceen',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_4370,altLabel,Parameter,"PAK som 3 antraceen, benzo(ghi)peryleen, fluoreen",near_duplicate_labelwoord,'antraceen' lijkt op vaker voorkomend 'anthraceen',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_2300,altLabel,Parameter,Broomchloorethaan,near_duplicate_labelwoord,'broomchloorethaan' lijkt op vaker voorkomend 'trichloorethaan',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_4664,altLabel,Parameter,"2,4,6‑Trinitrotolueen",near_duplicate_labelwoord,'trinitrotolueen' lijkt op vaker voorkomend 'dinitrotolueen',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_4665,altLabel,Parameter,"2,4,6‑Trinitrotolueen",near_duplicate_labelwoord,'trinitrotolueen' lijkt op vaker voorkomend 'dinitrotolueen',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_3392,altLabel,Parameter,2-Methylnaftaleen,near_duplicate_labelwoord,'methylnaftaleen' lijkt op vaker voorkomend 'naftaleen',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_3391,altLabel,Parameter,2-Methylnaftaleen,near_duplicate_labelwoord,'methylnaftaleen' lijkt op vaker voorkomend 'naftaleen',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_2311,altLabel,Parameter,N-methylperfluorbutaansulfonamidoethanol (MeFBSE),near_duplicate_labelwoord,'methylperfluorbutaansulfonamidoethanol' lijkt op vaker voorkomend 'methylperfluorbutaansulfonamide',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_2311,altLabel,Parameter,N-methylperfluorbutaansulfonamidoethanol (MeFBSE),near_duplicate_labelwoord,'mefbse' lijkt op vaker voorkomend 'mepfbsa',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_3690,altLabel,Parameter,Capronzuur,near_duplicate_labelwoord,'capronzuur' lijkt op vaker voorkomend 'propionzuur',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_2473,altLabel,Parameter,9-Nitroanthraceen,near_duplicate_labelwoord,'nitroanthraceen' lijkt op vaker voorkomend 'anthraceen',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_4312,altLabel,Parameter,nitrilotriazijnzuur,near_duplicate_labelwoord,'nitrilotriazijnzuur' lijkt op vaker voorkomend 'trifluorazijnzuur',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_2312,altLabel,Parameter,2-perfluorbutaansulfonamidoethanol (FBSE),near_duplicate_labelwoord,'perfluorbutaansulfonamidoethanol' lijkt op vaker voorkomend 'perfluorbutaansulfonamide',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_2312,altLabel,Parameter,2-perfluorbutaansulfonamidoethanol (FBSE),near_duplicate_labelwoord,'fbse' lijkt op vaker voorkomend 'pfbs',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_1279,altLabel,Parameter,"Polychloorbifenyl en polychloorterfenyl, totaal",near_duplicate_labelwoord,'polychloorterfenyl' lijkt op vaker voorkomend 'polychloorbifenyl',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_1006,altLabel,Parameter,"Polychloorterfenyl, totaal",near_duplicate_labelwoord,'polychloorterfenyl' lijkt op vaker voorkomend 'polychloorbifenyl',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_1455,altLabel,Parameter,Tetrachloorvinfos,near_duplicate_labelwoord,'tetrachloorvinfos' lijkt op vaker voorkomend 'tetrachloordibenzo',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_1421,altLabel,Parameter,"1,1-Dichloorfluorethaan",near_duplicate_labelwoord,'dichloorfluorethaan' lijkt op vaker voorkomend 'dichloorethaan',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_1001,altLabel,Parameter,Uranimine,near_duplicate_labelwoord,'uranimine' lijkt op vaker voorkomend 'uranium',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_4620,altLabel,Parameter,tribroomazijnzuur,near_duplicate_labelwoord,'tribroomazijnzuur' lijkt op vaker voorkomend 'trifluorazijnzuur',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_3832,altLabel,Parameter,Dichloorethanen (som),near_duplicate_labelwoord,'dichloorethanen' lijkt op vaker voorkomend 'dichlooretheen',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_4121,altLabel,Parameter,Isopreen,near_duplicate_labelwoord,'isopreen' lijkt op vaker voorkomend 'isomeren',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_2739,altLabel,Parameter,Isopreen,near_duplicate_labelwoord,'isopreen' lijkt op vaker voorkomend 'isomeren',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_2719,altLabel,Parameter,Fluorkoolwaterstoffen,near_duplicate_labelwoord,'fluorkoolwaterstoffen' lijkt op vaker voorkomend 'koolwaterstoffen',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_1599,altLabel,Parameter,Fluorkoolwaterstoffen,near_duplicate_labelwoord,'fluorkoolwaterstoffen' lijkt op vaker voorkomend 'koolwaterstoffen',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_1695,altLabel,Parameter,Anorganische tinverbindingen totaal,near_duplicate_labelwoord,'tinverbindingen' lijkt op vaker voorkomend 'verbindingen',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_224,altLabel,Parameter,3-Chloor-4-methoxyaniline,near_duplicate_labelwoord,'methoxyaniline' lijkt op vaker voorkomend 'methylaniline',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_1726,altLabel,Parameter,"Som van Butachloor, Triallat,Alachloor,Acetochloor",near_duplicate_labelwoord,'acetochloor' lijkt op vaker voorkomend 'metolachloor',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_997,altLabel,Parameter,Acetochloor,near_duplicate_labelwoord,'acetochloor' lijkt op vaker voorkomend 'metolachloor',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_1382,altLabel,Parameter,Mestranol,near_duplicate_labelwoord,'mestranol' lijkt op vaker voorkomend 'ethanol',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_2261,altLabel,Parameter,"Perfluor([5-methoxy-1,3-dioxolaan-4-yl]oxy)azijnzu",near_duplicate_labelwoord,'methoxy' lijkt op vaker voorkomend 'methyl',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_2261,altLabel,Parameter,"Perfluor([5-methoxy-1,3-dioxolaan-4-yl]oxy)azijnzu",near_duplicate_labelwoord,'azijnzu' lijkt op vaker voorkomend 'azijnzuur',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_221,altLabel,Parameter,Pentachlooraniline,near_duplicate_labelwoord,'pentachlooraniline' lijkt op vaker voorkomend 'chlooraniline',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_685,altLabel,Parameter,4-Chloor-2-benzylfenol,near_duplicate_labelwoord,'benzylfenol' lijkt op vaker voorkomend 'ethylfenol',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_684,altLabel,Parameter,2-Benzylfenol,near_duplicate_labelwoord,'benzylfenol' lijkt op vaker voorkomend 'ethylfenol',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_89,altLabel,Parameter,Ethaanthiol,near_duplicate_labelwoord,'ethaanthiol' lijkt op vaker voorkomend 'ethanol',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_2314,altLabel,Parameter,perfluorbutaansulfinezuur (PFBSi),near_duplicate_labelwoord,'perfluorbutaansulfinezuur' lijkt op vaker voorkomend 'perfluorbutaansulfonzuur',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_2314,altLabel,Parameter,perfluorbutaansulfinezuur (PFBSi),near_duplicate_labelwoord,'pfbsi' lijkt op vaker voorkomend 'pfbs',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_1050,altLabel,Parameter,Dichloordifenyltrichlorethanen,near_duplicate_labelwoord,'dichloordifenyltrichlorethanen' lijkt op vaker voorkomend 'dichloordifenyltrichloorethaan',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_245,altLabel,Parameter,Bifenox,near_duplicate_labelwoord,'bifenox' lijkt op vaker voorkomend 'bisfenol',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_1002,altLabel,Parameter,Booroxide,near_duplicate_labelwoord,'booroxide' lijkt op vaker voorkomend 'bromide',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_1248,altLabel,Parameter,Di-n-hexylftalaat,near_duplicate_labelwoord,'hexylftalaat' lijkt op vaker voorkomend 'butylftalaat',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_3866,altLabel,Parameter,Diethyleenglycol,near_duplicate_labelwoord,'diethyleenglycol' lijkt op vaker voorkomend 'dimethylfenol',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_2353,altLabel,Parameter,Diethyleenglycol,near_duplicate_labelwoord,'diethyleenglycol' lijkt op vaker voorkomend 'dimethylfenol',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_1478,altLabel,Parameter,Decylfenol,near_duplicate_labelwoord,'decylfenol' lijkt op vaker voorkomend 'octylfenol',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_2094,altLabel,Parameter,Dimethyl Arseenzuur,near_duplicate_labelwoord,'dimethyl' lijkt op vaker voorkomend 'methyl',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_1824,altLabel,Parameter,Chlooramfenicol,near_duplicate_labelwoord,'chlooramfenicol' lijkt op vaker voorkomend 'chloorfenol',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_2031,altLabel,Parameter,"Vibrio Fischeri 0,5h bac lum-inh na Zahn Wellens",near_duplicate_labelwoord,'inh' lijkt op vaker voorkomend 'in',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_1822,altLabel,Parameter,Difloxacine,near_duplicate_labelwoord,'difloxacine' lijkt op vaker voorkomend 'dioxine',
https://data.omgeving.vlaanderen.be/ns/csor#heeftDoelParameter,comment,,"De parameter waarvoor een omzetting, afleiding of mapping gedefinieerd wordt (i.e de target of output parameter). Wordt in csor gebruikt op de volgende klassen: ParameterAfleidingVeelterm,  ParameterAfleidingVerhouding, ParameterAfleidingRWZIRendement en ParameterAspectOmzetting.",near_duplicate_labelwoord,'parameteraspectomzetting' lijkt op vaker voorkomend 'parameteraspect',
https://data.omgeving.vlaanderen.be/ns/csor#ParameterAspectOmzetting,comment,,Definieert de omzetting tussen twee parameteraspecten.,near_duplicate_labelwoord,'parameteraspecten' lijkt op vaker voorkomend 'parameteraspect',
https://data.omgeving.vlaanderen.be/ns/csor#omkeerbaar,comment,,Geeft aan of een omzetting tussen parameteraspecten in beide richtingen mag gebeuren.,near_duplicate_labelwoord,'parameteraspecten' lijkt op vaker voorkomend 'parameteraspect',
https://data.omgeving.vlaanderen.be/id/conceptscheme/csor/variabele,definition,,"Een variabele is een kenmerk dat geobserveerd kan worden, los van de context waarin de obeservatie gebeurt, hoe de observatie gebeurt of hoe de waarde van de observatie wordt vastgelegd.",near_duplicate_labelwoord,'obeservatie' lijkt op vaker voorkomend 'observatie',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameterAfleiding/AFL_1,definition,ParameterAfleidingVeelterm,PFOStotaal - PFOS,near_duplicate_labelwoord,'pfostotaal' lijkt op vaker voorkomend 'totaal',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameterAfleiding/AFL_5,definition,ParameterAfleidingVeelterm,PFOAtotaal - PFOA,near_duplicate_labelwoord,'pfoatotaal' lijkt op vaker voorkomend 'totaal',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameterAfleiding/AFL_5,definition,ParameterAfleidingVeelterm,PFOAtotaal - PFOA,near_duplicate_labelwoord,'pfoa' lijkt op vaker voorkomend 'pfas',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_4602,prefLabel,ParameterAspect,Msan (standaard in PM2.5): massaconcentratie,near_duplicate_labelwoord,'msan' lijkt op vaker voorkomend 'myan',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_4601,prefLabel,ParameterAspect,Msan (standaard in PM10): massaconcentratie,near_duplicate_labelwoord,'msan' lijkt op vaker voorkomend 'myan',
https://data.omgeving.vlaanderen.be/id/concept/csor/eenheid/E_105,prefLabel,Eenheid,kilogram stifkstof  per dag,near_duplicate_labelwoord,'stifkstof' lijkt op vaker voorkomend 'stikstof',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_1414,prefLabel,Parameter,Bis(Tribroomdifenoxy)-ethaan in water,near_duplicate_labelwoord,'tribroomdifenoxy' lijkt op vaker voorkomend 'tribroomdifenylether',
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_919,prefLabel,Variabele,Bis(Tribroomdifenoxy)-ethaan,near_duplicate_labelwoord,'tribroomdifenoxy' lijkt op vaker voorkomend 'tribroomdifenylether',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_2300,prefLabel,Parameter,Broomchloorethaan in water,near_duplicate_labelwoord,'broomchloorethaan' lijkt op vaker voorkomend 'broomchloormethaan',
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_1483,prefLabel,Variabele,Broomchloorethaan,near_duplicate_labelwoord,'broomchloorethaan' lijkt op vaker voorkomend 'broomchloormethaan',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_10,prefLabel,ParameterAspect,CTolS (standaard in water): massaconcentratie,near_duplicate_labelwoord,'ctols' lijkt op vaker voorkomend 'ctol',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_7272,prefLabel,ParameterAspect,CTolS (standaard in vaste deel van de aarde): massaverhouding per droge stof,near_duplicate_labelwoord,'ctols' lijkt op vaker voorkomend 'ctol',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_2266,prefLabel,ParameterAspect,DNTol (standaard in water): vracht,near_duplicate_labelwoord,'dntol' lijkt op vaker voorkomend 'nitol',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_2265,prefLabel,ParameterAspect,DNTol (standaard in water): massaconcentratie,near_duplicate_labelwoord,'dntol' lijkt op vaker voorkomend 'nitol',
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_188,prefLabel,Variabele,Pentachlooraniline,near_duplicate_labelwoord,'pentachlooraniline' lijkt op vaker voorkomend 'chlooraniline',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_221,prefLabel,Parameter,Pentachlooraniline in water,near_duplicate_labelwoord,'pentachlooraniline' lijkt op vaker voorkomend 'chlooraniline',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_7929,prefLabel,ParameterAspect,CN-VNOX (standaard in vaste deel van de aarde): massaverhouding per droge stof,near_duplicate_labelwoord,'vnox' lijkt op vaker voorkomend 'vox',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_7930,prefLabel,ParameterAspect,CN-VNOX (standaard in water): massaconcentratie,near_duplicate_labelwoord,'vnox' lijkt op vaker voorkomend 'vox',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_7976,prefLabel,ParameterAspect,MyGlycol (standaard in water): massaconcentratie,near_duplicate_labelwoord,'myglycol' lijkt op vaker voorkomend 'pyglycol',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_3872,prefLabel,ParameterAspect,MyGlycol (standaard in vaste deel van de aarde): massaverhouding per droge stof,near_duplicate_labelwoord,'myglycol' lijkt op vaker voorkomend 'pyglycol',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_3750,prefLabel,ParameterAspect,TCAn t (standaard in water): vracht,near_duplicate_labelwoord,'tcan' lijkt op vaker voorkomend 'can',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_3749,prefLabel,ParameterAspect,TCAn t (standaard in water): massaconcentratie,near_duplicate_labelwoord,'tcan' lijkt op vaker voorkomend 'can',
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_259,prefLabel,Variabele,Alkaliniteit met methyloranje,near_duplicate_labelwoord,'alkaliniteit' lijkt op vaker voorkomend 'alkaniteit',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_312,prefLabel,Parameter,Alkaliniteit met methyloranje in water,near_duplicate_labelwoord,'alkaliniteit' lijkt op vaker voorkomend 'alkaniteit',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_2261,prefLabel,Parameter,"Perfluor([5-methoxy-1,3-dioxolaan-4-yl]oxy)azijnzu in water",near_duplicate_labelwoord,'methoxy' lijkt op vaker voorkomend 'methyl',
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_1450,prefLabel,Variabele,"Perfluor([5-methoxy-1,3-dioxolaan-4-yl]oxy)azijnzu",near_duplicate_labelwoord,'methoxy' lijkt op vaker voorkomend 'methyl',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_2261,prefLabel,Parameter,"Perfluor([5-methoxy-1,3-dioxolaan-4-yl]oxy)azijnzu in water",near_duplicate_labelwoord,'dioxolaan' lijkt op vaker voorkomend 'dioxaan',
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_1450,prefLabel,Variabele,"Perfluor([5-methoxy-1,3-dioxolaan-4-yl]oxy)azijnzu",near_duplicate_labelwoord,'dioxolaan' lijkt op vaker voorkomend 'dioxaan',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_2261,prefLabel,Parameter,"Perfluor([5-methoxy-1,3-dioxolaan-4-yl]oxy)azijnzu in water",near_duplicate_labelwoord,'yl' lijkt op vaker voorkomend 'xyl',
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_1450,prefLabel,Variabele,"Perfluor([5-methoxy-1,3-dioxolaan-4-yl]oxy)azijnzu",near_duplicate_labelwoord,'yl' lijkt op vaker voorkomend 'xyl',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_2261,prefLabel,Parameter,"Perfluor([5-methoxy-1,3-dioxolaan-4-yl]oxy)azijnzu in water",near_duplicate_labelwoord,'azijnzu' lijkt op vaker voorkomend 'azijnzuur',
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_1450,prefLabel,Variabele,"Perfluor([5-methoxy-1,3-dioxolaan-4-yl]oxy)azijnzu",near_duplicate_labelwoord,'azijnzu' lijkt op vaker voorkomend 'azijnzuur',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_8061,prefLabel,ParameterAspect,ALKPH (standaard in water): massaconcentratie,near_duplicate_labelwoord,'alkph' lijkt op vaker voorkomend 'alk',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_4235,prefLabel,Parameter,lambda-Cyhalothrin in water,near_duplicate_labelwoord,'cyhalothrin' lijkt op vaker voorkomend 'cyfluthrin',
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_2248,prefLabel,Variabele,lambda-Cyhalothrin,near_duplicate_labelwoord,'cyhalothrin' lijkt op vaker voorkomend 'cyfluthrin',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_2301,prefLabel,Parameter,Chloormethylbenzeen in water,near_duplicate_labelwoord,'chloormethylbenzeen' lijkt op vaker voorkomend 'chloorbenzeen',
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_1484,prefLabel,Variabele,Chloormethylbenzeen,near_duplicate_labelwoord,'chloormethylbenzeen' lijkt op vaker voorkomend 'chloorbenzeen',
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_1522,prefLabel,Variabele,6PPD-Quinone,near_duplicate_labelwoord,'quinone' lijkt op vaker voorkomend 'quinofen',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_2331,prefLabel,Parameter,6PPD-Quinone in water,near_duplicate_labelwoord,'quinone' lijkt op vaker voorkomend 'quinofen',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_2094,prefLabel,Parameter,Dimethyl Arseenzuur in biota,near_duplicate_labelwoord,'dimethyl' lijkt op vaker voorkomend 'methyl',
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_1376,prefLabel,Variabele,Dimethyl Arseenzuur,near_duplicate_labelwoord,'dimethyl' lijkt op vaker voorkomend 'methyl',
https://data.omgeving.vlaanderen.be/id/concept/csor/kwantificeerbaaraspect/KWA_77,prefLabel,KwantificeerbaarAspect,massaconcentratieFluor,near_duplicate_labelwoord,'massaconcentratiefluor' lijkt op vaker voorkomend 'massaconcentratie',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_3820,prefLabel,ParameterAspect,AOF (standaard in water): massaconcentratieFluor,near_duplicate_labelwoord,'massaconcentratiefluor' lijkt op vaker voorkomend 'massaconcentratie',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_2984,prefLabel,ParameterAspect,Gechlor. Oplosm. (standaard in water): vracht,near_duplicate_labelwoord,'gechlor' lijkt op vaker voorkomend 'chloor',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_2983,prefLabel,ParameterAspect,Gechlor. Oplosm. (standaard in water): massaconcentratie,near_duplicate_labelwoord,'gechlor' lijkt op vaker voorkomend 'chloor',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_7939,prefLabel,ParameterAspect,CANDE (standaard in water): massaconcentratie,near_duplicate_labelwoord,'cande' lijkt op vaker voorkomend 'cyaniden',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_7938,prefLabel,ParameterAspect,CANDE (standaard in vaste deel van de aarde): massaverhouding per droge stof,near_duplicate_labelwoord,'cande' lijkt op vaker voorkomend 'cyaniden',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_2549,prefLabel,ParameterAspect,OyFolEt (standaard in water): massaconcentratie,near_duplicate_labelwoord,'oyfolet' lijkt op vaker voorkomend 'oyfol',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_2550,prefLabel,ParameterAspect,OyFolEt (standaard in water): vracht,near_duplicate_labelwoord,'oyfolet' lijkt op vaker voorkomend 'oyfol',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_2622,prefLabel,ParameterAspect,BFur (standaard in water): vracht,near_duplicate_labelwoord,'bfur' lijkt op vaker voorkomend 'bflu',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_2621,prefLabel,ParameterAspect,BFur (standaard in water): massaconcentratie,near_duplicate_labelwoord,'bfur' lijkt op vaker voorkomend 'bflu',
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_2301,prefLabel,Variabele,Tetrachloordibenzodioxine (totaal),near_duplicate_labelwoord,'tetrachloordibenzodioxine' lijkt op vaker voorkomend 'tetrachloordibenzo',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameter/P_4623,prefLabel,Parameter,Tetrachloordibenzodioxine (totaal) in vaste deel van de aarde,near_duplicate_labelwoord,'tetrachloordibenzodioxine' lijkt op vaker voorkomend 'tetrachloordibenzo',
https://data.omgeving.vlaanderen.be/id/concept/csor/parameteraspect/PAS_6774,prefLabel,ParameterAspect,fenpro (standaard in water): massaconcentratie,near_duplicate_labelwoord,'fenpro' lijkt op vaker voorkomend 'fenoprop',
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_1490,prefLabel,Variabele,"3,5-Dichloordifenyl (PCB 14)",near_duplicate_labelwoord,'dichloordifenyl' lijkt op vaker voorkomend 'dichloorbifenyl',
