variabele,variabeleLabel,aantalParameters
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_715,Bromofos-methyl,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_536,"3,4,5-Trichloorfenol",4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_1466,Totaal N-methylperfluoroctaansulfonamidoazijnzuur,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_675,2-Ethylfenol,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_614,"Polychloorbifenyl, totaal",4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_609,Trifluralin,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_840,Bisfenol-A,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_884,Asbest,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_554,Chloormethaan,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_232,Xylenen (m+p),4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_415,Linuron,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_669,Indium,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_236,Trichloorbenzenen,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_802,Simazine,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_500,"1,2,3-Trichloorbenzeen",4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_567,Dichloorvos,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_856,"2,4+2,5-Dichloorfenol",4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_521,"2,3,4-Trichloorfenol",4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_234,Polyaromatische KWS (16 EPA),4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_530,"2,6-Dichloorfenol",4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_1539,Butylglycol,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_631,Chloorethaan,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_585,Ethylacetaat,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_1125,Minerale olie C6-C10,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_703,Volume,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_297,Droogrest,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_1467,Totaal N-ethylperfluoroctaansulfonamidoazijnzuur,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_801,Propazine,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_1454,Som van de 31 kwantificeerbare PFAS,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_399,Pentachloorfenol,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_423,Biochemisch zuurstofverbruik na 5d.,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_495,Formaldehyde,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_873,Hexabroomcyclododecaan,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_365,Isopropylbenzeen,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_322,"Calcium, tweewaardig",4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_392,Isodrin,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_714,Bromofos-ethyl,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_507,"1,3,5-Trichloorbenzeen",4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_821,Pyridine,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_1668,PAK benzo(b+j+k)fluorantheen,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_679,4-Methylfenol,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_324,"Magnesium, tweewaardig",4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_973,2-Butanol,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_860,Geleidbaarheid (25°C),4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_1518,Bisfenol-AF,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_717,Chloorpyrifos-methyl,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_783,Terbutryn,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_377,alfa-Endosulfan,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_1624,9-chloorhexadecafluor-3-oxanonaan-1-sulfonzuur,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_800,Terbutylazine,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_787,Geleidbaarheid (20°C),4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_805,Prometryn,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_538,"3,5-Dichloorfenol",4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_468,Benzo(e)pyreen,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_539,3-Chloorfenol,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_594,trans-Chloordaan,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_772,"1,2,3,5-Tetrachloorbenzeen",4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_768,Alachloor,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_590,Propylbenzeen,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_378,beta-Endosulfan,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_588,"1,2,4-Trimethylbenzeen",4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_283,Diethylftalaat,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_405,Telodrin,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_535,2-Chloortolueen,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_524,"2,3,6-Trichloorfenol",4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_526,"2,3-Dichloorfenol",4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_528,"2,4,6-Trichloorfenol",4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_774,"1,2,4,5-Tetrachloorbenzeen",4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_719,Diazinon,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_683,"2,6-Dimethylfenol",4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_323,"Kalium, éénwaardig",4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_546,4-Chloorfenol,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_598,"1,1-Dichloorpropeen",4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_553,"1,2-Dibroom-3-chloorpropaan",4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_384,trans-Heptachloorepoxyde,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_240,"Benzeen, tolueen, ethylbenzeen, xylenen",4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_352,"1,3,5-Trimethylbenzeen",4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_652,1-Butanol,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_769,Propachloor,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_1082,Dioxines,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_398,op'Dichloordifenyltrichloorethaan,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_374,Chloordaan,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_410,Cyanazine,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_285,Di-isobutylftalaat,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_710,3-Ethylfenol,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_671,"3,4-Dimethylfenol",4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_716,Chloorpyrifos-ethyl,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_1555,11chloorperfluor-3-oxaundecaansulfonzuur,4
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_967,Perfluorverbindingen,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_2045,2-Pentanon,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_950,cis-Permetryn,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_412,Desisopropylatrazine,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_228,Di-isononylftalaat,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_1762,Salpeterzuur,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_636,Cresolen,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_1096,Dichlooretheen,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_1439,= PFHxStotaal - PFHxS,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_16,PAK benzo(b+k)fluorantheen (b),3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_870,"2,2',4,4',5,6'-Hexabroomdifenylether (BDE154)",3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_411,Desethylatrazine,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_643,Fluor,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_1319,Ytterbium,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_2037,Deltamethrin,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_54,Alifatische koolwaterstoffen,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_2231,gamma-Chloordaan,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_815,Butylacetaat,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_689,Methanol,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_730,n-Pentaan,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_241,"DDT, totaal",3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_448,"2,5-Dichloornitrobenzeen",3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_25,Metamitron,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_2036,Bifentrin,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_523,"2,3,5-Trichloorfenol",3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_1121,Dichloorpropaan,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_989,Cypermethrin,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_2044,2-Hexanon,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_734,n-Heptaan,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_2175,"Apolaire koolwaterstoffen, fractie C6-C8",3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_2209,Tetradifon,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_10,Dichloorbenzenen,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_956,Quinoxyfen,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_732,n-Hexaan,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_1438,= EtPFOSAtotaal - EtPFOSA,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_990,Ametryn,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_2107,Diethylether,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_1437,= MePFOSAtotaal - MePFOSA,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_951,trans-Permethrin,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_587,para-Isopropyltolueen,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_368,Metazachloor,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_1060,Methaan,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_849,Pyrazofos,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_863,"2,4,4'-Tribroomdifenylether (BDE28)",3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_1197,Aromaten,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_2174,"Apolaire koolwaterstoffen, fractie C6-C16",3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_2215,Vinylacetaat,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_2161,"Apolaire koolwaterstoffen, fractie C2-C6",3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_877,Oncorhynchus mykiss,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_878,Heptachloor+epoxyde,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_864,"2,2',4,4'-Tetrabroomdifenylether (BDE47)",3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_395,Methoxychloor,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_593,tert-Butylbenzeen,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_759,Etheen,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_1069,Perfluorkoolwaterstoffen,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_2181,Methylacetaat,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_555,Dibroomchloormethaan,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_591,n-Butylbenzeen,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_413,Diuron,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_353,"2,4-Dimethylfenol",3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_55,"Benzo(g,h,i)fluorantheen",3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_2060,4-tert-Butyltolueen,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_758,Ethaan,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_471,Carbaryl,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_830,Ethyleendiaminetetra-azijnzuur,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_67,Pseudokirchneriella subcapitata,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_920,Methylisobutylketon,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_1304,Lanthaan,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_178,Methylmethacrylaat,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_2035,Tetraline,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_767,Hexazinon,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_2134,iso-Butylbenzeen,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_637,Cumafos,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_1306,Niobium,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_9,Tetrachloorbenzenen,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_1351,= PFOAtotaal - PFOA,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_529,"2,4-Dichloorfenol",3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_712,2-Isopropylfenol,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_469,Peryleen,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_287,Dimethylftalaat,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_678,Broom,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_243,Metolachloor,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_547,4-Chloortolueen,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_496,Difenyloxide,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_238,Polyaromatische KWS (10 Vrom),3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_2115,Droge stof,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_2204,Tetrahydrofuraan,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_681,"2,5-Dimethylfenol",3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_467,Organische stof,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_1104,Trimethylbenzeen,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_447,"2,3-Dichloornitrobenzeen",3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_1440,= PFOSAtotaal - PFOSA,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_586,meta-Ethyltolueen,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_868,"2,2',4,4',6-Pentabroomdifenylether (BDE100)",3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_624,"Ijzer, tweewaardig",3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_2010,ortho-Ethyltolueen,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_1107,Chloortolueen,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_1958,Vluchtige organische stoffen,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_1189,Stoffen,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_1442,Som van de 43 PFAS,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_1547,Thymol,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_1865,Perfluor-n-decaansulfonamide,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_2176,"Apolaire koolwaterstoffen, fractie C8-C10",3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_1877,Totaal perfluorhexaansulfonamide (lin+ vert),3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_770,Chloridazon,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_1118,"Ftalaten, som",3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_1796,Methylcyclohexaan,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_414,Isoproturon,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_998,Dibenzofuraan,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_256,Koolstofdisulfide,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_451,"3,5-Dichloornitrobenzeen",3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_869,"2,2',4,4',5,5'-Hexabroomdifenylether (BDE153)",3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_1312,Scandium,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_417,Metoxuron,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_867,"2,2',4,4',5-Pentabroomdifenylether (BDE99)",3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_498,Aniline,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_721,Bentazone,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_987,Etyleenglycol,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_737,n-Nonaan,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_668,Acrylonitrile,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_310,pH (KCl),3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_520,"2,3,4,6-Tetrachloorfenol",3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_481,"4-Chloor-3,5-dimethylfenol",3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_416,Metabenzthiazuron,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_718,Chloorfenvinfos,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_695,Pirimifos-methyl,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_925,Caprolactam,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_882,Renium,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_785,Temperatuur,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_446,"2,4-Dichloornitrobenzeen",3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_752,Demeton-S,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_364,para-Xyleen,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_872,Decabroomdifenylether (BDE209),3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_836,DDD+DDE+DDT,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_280,Brachydanio rerio,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_527,"2,4,5-Trichloorfenol",3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_581,Triazofos,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_1633,Acroleine,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_697,Isopropanol,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_173,Permethrin,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_245,Carbonaat,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_360,alfa-Methylstyreen,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_522,"2,3,5,6-Tetrachloorfenol",3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_77,Methylethylketon,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_196,beta-Hexabroomcyclododecaan,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_1477,Som van 20 PFAS uit Drinkwater Richtlijn,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_11,Dichloornitrobenzenen,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_1137,"4-ethylfenol + 3,5 dimethylfenol",3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_592,sec-Butylbenzeen,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_1541,Propyleenglycol,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_516,1-Chloor-3-nitrobenzeen,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_197,gamma-Hexabroomcyclododecaan,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_195,alfa-Hexabroomcyclododecaan,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_596,Ethoprofos,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_302,Hardheid,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_888,Dioxines+furanen,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_2171,"Apolaire koolwaterstoffen, fractie C5-C8",3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_2172,"Apolaire koolwaterstoffen, fractie C5-C9",3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_20,Trichloorfenolen,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_450,"3,4-Dichloornitrobenzeen",3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_892,Furfuraldehyde,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_2015,para-Ethyltolueen,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_843,Ostracod,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_576,Malathion,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_1357,= PFOStotaal - PFOS,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_803,Sebutylazine,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_2156,"Apolaire koolwaterstoffen, fractie C12-C16",3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_518,1-Chloornaftaleen,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_646,Chloor,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_921,Fenoprop,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_1066,Chloorfluorkoolstoffen,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_549,Broommethaan,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_733,Cyclohexaan,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_1202,Tert-butylalcohol,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_680,"2,3-Dimethylfenol",3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_2062,Acetonitril,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_294,"2,3,5-Trimethylfenol",3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_1295,Cesium,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_2213,Ureum,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_564,Trichloorfluormethaan,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_722,Bromoxynil,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_804,Desmetryn,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_426,Fenol index,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_793,Tributyltin,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_540,3-Chloorpropeen,3
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_490,4-n-Octylfenol,2
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_2165,"Apolaire koolwaterstoffen, fractie C24-28",2
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_22,Bromacil,2
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_613,"2,4',5-Trichloorbifenyl (PCB31)",2
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_2103,1.2-Diethoxyethaan (Diethylglycol),2
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_2207,"2,4,6‑Trinitrotolueen",2
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_1301,Germanium,2
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_2122,Fluazinam,2
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_439,"2,3+3,5-Dimethylfenol+4-Ethylfenol",2
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_640,Diethylamine,2
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_23,Dimethenamid,2
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_472,Carbendazim,2
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_1516,PFAS calux,2
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_2120,Furosemide,2
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_2232,n-Pentanol,2
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_782,Aminomethylfosfonzuur,2
https://data.omgeving.vlaanderen.be/id/concept/csor/variabele/V_708,Isopentaan,2
